1289 0.21875
1299 1.03125
4158 3.15625
3110 4.39062
3112 5.07812
2896 7.14062
834 -69.6406
832 -68.9531
834 -68.2656
833 -67.5781
836 -67.0156
838 -66.2031
845 -65.5
847 -64.9375
853 -64.125
857 -63.4375
864 -62.75
866 -62.0625
872 -61.375
878 -60.6875
885 -60
889 -59.1875
894 -58.625
903 -57.8125
906 -57.25
916 -56.4375
922 -55.75
931 -54.9375
936 -54.375
944 -53.6875
954 -53
958 -52.3125
2280 -50.0625
2303 -49.25
2329 -48.5625
2353 -47.875
2383 -47.1875
2411 -46.5156
2427 -45.8281
2448 -45.1406
2486 -44.4531
2511 -43.7656
2530 -43.0781
2571 -42.3906
2612 -41.7031
2645 -41.0156
2671 -40.3281
2709 -39.6406
2703 -38.9531
2674 -38.2656
2648 -37.5781
2621 -36.8906
2600 -36.2031
2579 -35.5312
2600 -34.8438
2632 -34.1562
2677 -33.4688
2853 -32.7812
3124 -31.9688
3117 -31.2812
3153 -30.5938
3228 -29.9062
3284 -29.2188
3334 -28.5312
1668 -26.9688
1672 -26.1562
1680 -25.5938
3540 -23.7188
1273 -20.9062
1270 -20.3438
1276 -19.5312
1276 -18.9688
1288 -18.1562
1305 -17.4688
3261 -14.7812
3222 -14.0938
3786 -13.4219
5004 -12.6094
4992 -11.9219
4981 -11.2344
4995 -10.5469
3295 -9.29688
3234 -8.625
3231 -7.9375
3252 -7.25
1554 -5.6875
1536 -5.01562
1536 -4.32812
1547 -3.64062
1560 -2.95312
1310 -2.51562
1296 -1.70312
1287 -1.01562
1288 -0.34375
1292 0.484375
1301 1.21875
5590 2.70312
3139 4.03125
3087 4.75
3092 5.48438
2912 6.07812
2892 6.9375
835 -69.6406
835 -68.7656
834 -68.0312
834 -67.4219
837 -66.6875
843 -65.8281
847 -65.0938
852 -64.3594
857 -63.625
864 -62.8906
867 -62.1562
872 -61.4219
876 -60.7031
885 -59.8438
892 -59.1094
897 -58.375
904 -57.7812
911 -56.9219
919 -56.1875
927 -55.4531
934 -54.7344
942 -53.875
951 -53.2656
958 -52.4062
2275 -50.0781
2300 -49.3438
2329 -48.6094
2353 -48.0156
2384 -47.1562
2413 -46.4219
2433 -45.6875
2463 -44.9688
2498 -44.2344
2519 -43.5
2559 -42.7656
2591 -42.0469
2631 -41.3125
2658 -40.5781
2698 -39.8438
2713 -39.125
2677 -38.3906
2650 -37.6562
2620 -36.9219
2596 -36.2031
2577 -35.4688
2611 -34.7344
2644 -34
2700 -33.2812
3149 -32.4219
3083 -31.6875
3126 -30.9531
3199 -30.2344
3270 -29.5
3312 -28.7656
1665 -26.9531
1668 -26.3438
1679 -25.4844
3587 -24.3906
3530 -23.6562
1284 -21.4844
1272 -20.625
1274 -19.8906
1276 -19.2969
1280 -18.5625
1303 -17.7031
1354 -16.9688
3228 -14.8906
3213 -14.1562
3784 -13.4375
5017 -12.5781
4995 -11.8594
4978 -11.125
5036 -10.4062
3263 -9.0625
3221 -8.34375
3235 -7.60938
1568 -5.9375
1544 -5.20312
1536 -4.48438
1548 -3.75
1566 -3.01562
1311 -2.54688
1297 -1.6875
1288 -0.96875
1286 -0.359375
1291 0.1875
1301 1.07812
5557 2.59375
5335 4.125
4826 4.89062
3097 5.53125
2909 6.17188
2899 6.9375
835 -69.4688
834 -68.6875
836 -67.9219
836 -67.2656
838 -66.5
843 -65.5938
848 -64.9531
855 -64.0469
860 -63.2812
865 -62.5156
869 -61.75
876 -60.8438
883 -60.0781
889 -59.4375
896 -58.6719
904 -57.7812
910 -57.125
916 -56.3594
926 -55.4688
935 -54.7031
943 -53.7969
953 -53.1562
958 -52.3906
2266 -50.75
2292 -49.8594
2317 -49.2031
2346 -48.3125
2363 -47.5469
2404 -46.7812
2424 -46
2446 -45.2344
2489 -44.4688
2513 -43.7031
2556 -42.9375
2586 -42.1562
2630 -41.3906
2658 -40.625
2701 -39.8594
2707 -39.0938
2673 -38.3125
2644 -37.5469
2612 -36.7812
2589 -36.0156
2567 -35.25
2616 -34.4688
2665 -33.7031
2720 -32.9375
3102 -32.0469
3121 -31.2812
3156 -30.5
3232 -29.7344
3319 -28.9688
3360 -28.2031
1669 -27.1719
1668 -26.3906
1679 -25.5
3574 -24.3594
1273 -21.1406
1271 -20.5
1275 -19.7344
1279 -18.8281
1294 -18.0625
1365 -17.2969
2645 -16.0312
3293 -15.1406
3225 -14.375
5014 -12.7188
5007 -11.9531
4976 -11.1875
5038 -10.4219
3259 -9.01562
3208 -8.25
3196 -7.48438
1553 -5.6875
1537 -4.92188
1545 -4.15625
